,title,descriptions
NCT02505269,Brentuximab Vedotin Plus AD in Non-bulky Limited Stage Hodgkin Lymphoma,
NCT02505269-1,Brentuximab Vedotin,Description: The following procedures will take place during study visits beginning after the screening procedures:  - Participants will receive combination therapy:  Brentuximab Vedotin intravenously on predetermined days per cycle  Adriamycin intravenously on predetermined days per cycle  Dacarbazine intravenously on predetermined days per cycle  Brentuximab Vedotin  Adriamycin  Dacarbazine
NCT02541565,Pembrolizumab and Combination Chemotherapy in Treating Patients With Previously Untreated Diffuse Large B-cell Lymphoma or Grade 3b Follicular Lymphoma,
NCT02541565-1,Treatment (Pembrolizumab Combination Chemotherapy),Description: Patients will receive pembrolizumab IV over 30 minutes on day 1 and prednisone PO on days 1-5. Patients also receive rituximab IV cyclophosphamide IV doxorubicin hydrochloride IV and vincristine sulfate IV on day 2 of course 1 and on day 1 of subsequent courses. Treatment repeats every 21 days for 6 courses in the absence of disease progression or unacceptable toxicity.  Cyclophosphamide: Given IV  Doxorubicin Hydrochloride: Given IV  Laboratory Biomarker Analysis: Correlative studies  Pembrolizumab: Given IV  Prednisone: Given PO  Rituximab: Given IV  Vincristine Sulfate: Given IV
NCT02560051,Hormone Therapy Plus Chemotherapy as Initial Treatment for Local Failures or Advanced Prostate Cancer,
NCT02560051-1,Definitive Local Therapy,Description: 3 cycles of chemotherapy (doxorubicin ketoconazole docetaxel and estramustine) + 12 months ADT (degarelix)  Doxorubicin: In weeks 1 3 and 5 of each 8-week cycle participants will receive doxorubicin (20 mg/m2 as a 24-hour intravenous infusion on day 1 of each applicable week)  Ketoconazole: In weeks 1 3 and 5 of each 8-week cycle participants will receive ketoconazole (400 mg orally 3 times daily for 7 days)  Docetaxel: In weeks 2 4 and 6 of each 8-week cycle participants will receive docetaxel (35 mg/m2 intravenously on day 1 of each applicable week)  Estramustine: In weeks 2 4 and 6 of each 8-week cycle participants will receive estramustine (280 mg orally 3 times daily for 7 days)  Degarelix: The starting dose (240 mg given as two injections of 120 mg each) is followed by maintenance doses of 80 mg administered as a single injection every 28 days
NCT02560051-2,Nodal Only/Low-volume Bone,Description: 4 cycles of chemotherapy (doxorubicin ketoconazole docetaxel and estramustine) + 18 months ADT (degarelix)  Doxorubicin: In weeks 1 3 and 5 of each 8-week cycle participants will receive doxorubicin (20 mg/m2 as a 24-hour intravenous infusion on day 1 of each applicable week)  Ketoconazole: In weeks 1 3 and 5 of each 8-week cycle participants will receive ketoconazole (400 mg orally 3 times daily for 7 days)  Docetaxel: In weeks 2 4 and 6 of each 8-week cycle participants will receive docetaxel (35 mg/m2 intravenously on day 1 of each applicable week)  Estramustine: In weeks 2 4 and 6 of each 8-week cycle participants will receive estramustine (280 mg orally 3 times daily for 7 days)  Degarelix: The starting dose (240 mg given as two injections of 120 mg each) is followed by maintenance doses of 80 mg administered as a single injection every 28 days
NCT02560051-3,High Volume/no Prior tx,Description: 5 cycles of chemotherapy (doxorubicin ketoconazole docetaxel and estramustine) + 24 months ADT (degarelix)  Doxorubicin: In weeks 1 3 and 5 of each 8-week cycle participants will receive doxorubicin (20 mg/m2 as a 24-hour intravenous infusion on day 1 of each applicable week)  Ketoconazole: In weeks 1 3 and 5 of each 8-week cycle participants will receive ketoconazole (400 mg orally 3 times daily for 7 days)  Docetaxel: In weeks 2 4 and 6 of each 8-week cycle participants will receive docetaxel (35 mg/m2 intravenously on day 1 of each applicable week)  Estramustine: In weeks 2 4 and 6 of each 8-week cycle participants will receive estramustine (280 mg orally 3 times daily for 7 days)  Degarelix: The starting dose (240 mg given as two injections of 120 mg each) is followed by maintenance doses of 80 mg administered as a single injection every 28 days
NCT02580058,A Study Of Avelumab Alone Or In Combination With Pegylated Liposomal Doxorubicin Versus Pegylated Liposomal Doxorubicin Alone In Patients With Platinum Resistant/Refractory Ovarian Cancer (JAVELIN Ovarian 200),
NCT02580058-1,Avelumab,Description: Avelumab 10 milligram (mg)/kilogram (kg) given as a 1-hour intravenous (IV) infusion every 2 weeks (Q2W) in 4-week cycles.
NCT02580058-2,Avelumab + PLD,Description: Avelumab 10 mg/kg given as a 1-hour IV Q2W in 4-week cycles + pegylated liposomal doxorubicin (PLD) 40 mg/square meter given as a 1-hour IV infusion every 4 weeks (Q4W) in 4-week cycles.
NCT02580058-3,Pegylated Liposomal Doxorubicin (PLD),Description: PLD 40 mg/square meter given as a 1-hour IV infusion Q4W in 4-week cycles.
D006111,basedow disease,
D007018,hypopituitarism,
D007104,immune adherence reaction,
10061304,nail infection,
D000557,ambystoma,
D054556,venous thromboembolism,
NCT02596971,A Study of Atezolizumab in Combination With Either Obinutuzumab Plus Bendamustine or Obinutuzumab Plus (+) Cyclophosphamide  Doxorubicin  Vincristine  and Prednisone (CHOP) in Participants With Follicular Lymphoma (FL) or Rituximab + CHOP in Participants With Diffuse Large B-Cell Lymphoma (DLBCL),
NCT02596971-1,Atezo-G-Benda Cohort (Safety Run-In and Expansion Phases),Description: Safety run-in phase: Participants with previously untreated or relapsed or refractory FL received obinutuzumab (G) and bendamustine during Cycle 1 (28-day cycle) and atezolizumab obinutuzumab and bendamustine during Cycles 2-6 during induction treatment followed by atezolizumab (once monthly) and obinutuzumab (every other month [q2m]) for 24 months during maintenance treatment. Expansion phase: Participants with previously untreated FL received same treatment regimen as described for safety run-in phase.
NCT02596971-2,Atezo-G-CHOP Cohort (Safety Run-In Phase),Description: Safety run-in phase: Participants with previously untreated or relapsed or refractory FL received obinutuzumab and CHOP during Cycle 1 (21-day cycle) and atezolizumab obinutuzumab and CHOP during Cycles 2-6 during induction treatment followed by atezolizumab (once monthly) and obinutuzumab (q2m) for 24 months during maintenance treatment.
NCT02596971-3,Atezo-R-CHOP Cohort (Expansion Phase),Description: Participants with previously untreated DLBCL received rituximab and CHOP during Cycle 1 (21-day cycle) and atezolizumab rituximab and CHOP during Cycles 2-8 (atezolizumab and rituximab for 8 cycles and CHOP for either 6 or 8 cycles as determined by the investigator) during induction treatment followed by atezolizumab from Cycles 9-25 during consolidation treatment.
NCT02622074,Safety and Efficacy Study of Pembrolizumab (MK-3475) in Combination With Chemotherapy as Neoadjuvant Treatment for Participants With Triple Negative Breast Cancer (TNBC) (MK-3475-173/KEYNOTE-173),
NCT02622074-1,Cohort A: KNp / KAC,Description: Participants received pembrolizumab (K) 200 mg on Cycle 1 Day 1 followed by pembrolizumab 200 mg in Cycles 2-5 on Day 1 (once every 3 weeks; Q3W) PLUS nab-paclitaxel (KNp) starting at 125 mg/m^2 in Cycles 2-5 on Days 1 8 and 15 (once each week; QW). This was followed by pembrolizumab (K) 200 mg in Cycles 6-9 on Day 1 (Q3W) PLUS doxorubicin (A) 60 mg/m^2 in Cycles 6-9 on Day 1 (Q3W) PLUS cyclophosphamide (C) 600 mg/m^2 in Cycles 6-9 on Day 1 (Q3W). All treatments were administered via intravenous (IV) infusion except for doxorubicin (A) which was administered via IV injection. Each cycle was 21 days.
NCT02622074-2,Cohort B: KNpCb (Regimen 1) / KAC,Description: Participants first received KNpCb Regimen 1 which consisted of: pembrolizumab (K) 200 mg on Cycle 1 Day 1 PLUS nab-paclitaxel (KNp) starting at 100 mg/m^2 in Cycles 2-5 on Days 1 8 and 15 (QW) PLUS carboplatin (Cb) starting at AUC 6 in Cycles 2-5 on Day 1 (Q3W). This was followed by pembrolizumab (K) 200 mg in Cycles 6-9 on Day 1 (Q3W) PLUS doxorubicin (A) 60 mg/m^2 in Cycles 6-9 on Day 1 (Q3W) PLUS cyclophosphamide (C) 600 mg/m^2 in Cycles 6-9 on Day 1 (Q3W). All treatments were administered via IV infusion except for doxorubicin (A) which was administered via IV injection. Each cycle was 21 days.
NCT02622074-3,Cohort C: KNpCb (Regimen 2) / KAC,Description: Participants first received KNpCb Regimen 2 which consisted of: pembrolizumab (K) 200 mg on Cycle 1 Day 1 PLUS nab-paclitaxel (KNp) starting at 125 mg/m^2 in Cycles 2-5 on Days 1 8 and 15 (QW) PLUS carboplatin (Cb) starting at AUC 5 in Cycles 2-5 on Day 1 (Q3W). This was followed by pembrolizumab (K) 200 mg in Cycles 6-9 on Day 1 (Q3W) PLUS doxorubicin (A) 60 mg/m^2 in Cycles 6-9 on Day 1 (Q3W) PLUS cyclophosphamide (C) 600 mg/m^2 in Cycles 6-9 on Day 1 (Q3W). All treatments were administered via IV infusion except for doxorubicin (A) which was administered via IV injection. Each cycle was 21 days.
NCT02622074-4,Cohort D: KNpCb (Regimen 3) / KAC,Description: Participants first received KNpCb Regimen 3 which consisted of: pembrolizumab (K) 200 mg on Cycle 1 Day 1 PLUS nab-paclitaxel (KNp) starting at 125 mg/m^2 in Cycles 2-5 on Days 1 8 and 15 (QW) PLUS carboplatin (Cb) starting at AUC 2 in Cycles 2-5 on Days 1 8 and 15 (QW). This was followed by pembrolizumab (K) 200 mg in Cycles 6-9 on Day 1 PLUS doxorubicin (A) 60 mg/m^2 in Cycles 6-9 on Day 1 (Q3W) PLUS cyclophosphamide (C) 600 mg/m^2 in Cycles 6-9 on Day 1 (Q3W) in Cycles 6-9 on Day 1 (Q3W). All treatments were administered via IV infusion except for doxorubicin (A) which was administered via IV injection. Each cycle was 21 days.
NCT02622074-5,Cohort E: KTCb (Regimen 1) / KAC,Description: Participants first received KTCb Regimen 1 which consisted of: pembrolizumab (K) 200 mg on Cycle 1 Day 1 PLUS paclitaxel (T) starting at 80mg/m^2 in Cycles 2-5 on Days 1 8 and 15 (QW) PLUS carboplatin (Cb) starting at AUC 5 in Cycles 2-5 on Day 1 (Q3W). This was followed by pembrolizumab (K) 200 mg in Cycles 6-9 on Day 1 (Q3W) PLUS doxorubicin (A) 60 mg/m^2 in Cycles 6-9 on Day 1 (Q3W) PLUS cyclophosphamide (C) 600 mg/m^2 in Cycles 6-9 on Day 1 (Q3W). All treatments were administered via IV infusion except for doxorubicin (A) which was administered via IV injection. Each cycle was 21 days.
NCT02622074-6,Cohort F: KTCb (Regimen 2) / KAC,Description: Participants first received KTCb Regimen 2 which consisted of: pembrolizumab (K) 200 mg on Cycle 1 Day 1 PLUS paclitaxel (T) starting at 80mg/m^2 in Cycles 2-5 on Days 1 8 and 15 PLUS carboplatin (Cb) starting at AUC 2 in Cycles 2-5 on Days 1 8 and 15 (QW). This was followed by pembrolizumab (K) 200 mg in Cycles 6-9 on Day 1 (Q3W) PLUS doxorubicin (A) 60 mg/m^2 in Cycles 6-9 on Day 1 (Q3W) PLUS cyclophosphamide (C) 600 mg/m^2 in Cycles 6-9 on Day 1 (Q3W). All treatments were administered via IV infusion except for doxorubicin (A) which was administered via IV injection. Each cycle was 21 days.
D008178,lupus erythematosus subacute cutaneous,
NCT02631876,A Study of Mirvetuximab Soravtansine vs. Investigator's Choice of Chemotherapy in Women With Folate Receptor (FR) Alpha Positive Advanced Epithelial Ovarian Cancer (EOC)  Primary Peritoneal or Fallopian Tube Cancer,
NCT02631876-1,Mirvetuximab Soravtansine,Description: Participants received mirvetuximab soravtansine at 6 mg/kg AIBW administered IV on Day 1 of a 3 week cycle. Participants continued to receive study drug until they experienced PD per RECIST version 1.1 (as assessed by BIRC) experienced unacceptable toxicity or withdrew consent whichever came first or until the sponsor terminated the study. (Maximum exposure: 86.9 weeks)
NCT02631876-2,Investigator's Choice (IC) Chemotherapy,Description: Participants received a dose of IC chemotherapeutic agent calculated using BSA. Paclitaxel administered at 80 mg/m^2 as a 1-hour IV infusion on Days 1 8 15 and 22 of a 4-week cycle; or topotecan administered at 4 mg/m^2 over 30 minutes on Days 1 8 and 15 of a 4-week cycle. Alternatively topotecan could have been administered at 1.25 mg/m^2 over 30 minutes on Days 1 to 5 of a 3-week cycle; or pegylated liposomal doxorubicin administered at 40 mg/m^2 as a 1 mg/minute IV infusion on Day 1 of a 4-week cycle. After Cycle 1 if tolerated pegylated liposomal doxorubicin could have been administered as a 1-hour infusion. Participants continued to receive study drug until they experienced PD per RECIST version 1.1 (as assessed by BIRC) experienced unacceptable toxicity or withdrew consent whichever came first or until the sponsor terminated the study. (Maximum exposure: 62.9 weeks)
D007634,keratitis,
D020338,vestibular neuronitis,
D000077,acetabulum,
NCT02644278,First-in-Human Study of the Safety  Tolerability  and Pharmacokinetic/Pharmacodynamic Profile of VX-984 in Combination With Chemotherapy,
NCT02644278-1,VX-984 120 mg + PLD 40 mg/m^2,Description: Participants received VX-984 orally 120 milligram (mg) once daily alone on Days -14 to -12 of a 14-day Lead-in Period followed by VX-984 120 mg in combination with pegylated liposomal doxorubicin (PLD) 40 milligram per square meter (mg/m^2) administered intravenous infusion with PLD administered on Day 1 and VX-984 administered on Day 2 to Day 4 for up to six 28-day cycle or until disease progression unacceptable toxicities withdrawal of consent or until exposure to PLD exceeded 550 mg/m^2.
NCT02644278-2,VX-984 240 mg + PLD 40 mg/m^2,Description: Participants received VX-984 orally 240 mg orally once daily alone on Days -14 to -12 of a 14-day Lead-in Period followed by VX-984 240 mg in combination with PLD 40 mg/m^2 administered intravenous infusion with PLD administered on Day 1 and VX-984 administered on Day 2 to Day 4 for up to six 28-day cycle or until disease progression unacceptable toxicities withdrawal of consent or until exposure to PLD exceeded 550 mg/m^2.
NCT02644278-3,VX-984 480 mg + PLD 40 mg/m^2,Description: Participants received VX-984 orally 480 mg orally once daily alone on Days -14 to -12 of a 14-day Lead-in Period followed by VX-984 480 mg in combination with PLD 40 mg/m^2 administered intravenous infusion with PLD administered on Day 1 and VX-984 administered on Day 2 to Day 4 for up to six 28-day cycle or until disease progression unacceptable toxicities withdrawal of consent or until exposure to PLD exceeded 550 mg/m^2.
