Disease code,Weight,Group,Group_Description,Study,Study_Name,D_Name
D001991,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,bronchitis
D008105,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,cholangitis chronic nonsuppurative destructive
D003556,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,cystitis
10064687,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,device related infection
D004653,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,empyema
D004925,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,escherichia
10023424,11.11,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,kidney infection
D011014,12.5,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pneumonia
D011014,2.41,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pneumonia
D011014,15.15,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pneumonia
D011014,11.11,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pneumonia
D011014,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pneumonia
D018805,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,sepsis
D018805,4.82,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,sepsis
D018805,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,sepsis
D012772,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,septic shock
D012141,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,upper respiratory tract infections
D014552,6.02,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,urinary tract infection
D000985,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,antisepsis
10016173,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,fall
D005265,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,femoral neck fracture
D008133,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,electrocardiogram qt prolonged
D004641,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,international migration
D003681,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,dehydration
D003681,9.64,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,dehydration
D003681,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,dehydration
D003681,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,dehydration
D003681,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,dehydration
D005183,6.06,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,failure to thrive
D011205,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,unifluid
UNKNOWN-check-for-typo,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,D00
UNKNOWN-check-for-typo,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,D00
D000138,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,metabolic acidosis
UNKNOWN-check-for-typo,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,D00
UNKNOWN-check-for-typo,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,D00
D001416,11.11,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,back pain
D000069280,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,intracranial electroencephalography
D000073116,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,cancer survivors
D013117,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,spinal cord compression
D003221,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,confusional state
D003221,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,confusional state
D000073216,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,mental status tests
D006869,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,hydronephrosis
D006869,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,hydronephrosis
D058186,4.82,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,acute renal failure
D058186,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,acute renal failure
D014549,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,urinary incontinence
D012131,2.41,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,respiratory failure
D012131,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,respiratory failure
D001983,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,bronchial fistula
UNKNOWN-check-for-typo,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,D00
UNKNOWN-check-for-typo,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,D00
D010996,16.67,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pleural effusion
D010996,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pleural effusion
D010998,4.17,NCT01188499-1,Arm 1: Carboplatin/Paclitaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pleurisy
D011014,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pneumonitis
D011655,4.82,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pulmonary embolism
D011655,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pulmonary embolism
D011655,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pulmonary embolism
D001261,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,pulmonary atelectasis
D000799,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,angioedema
D012131,5.56,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,respiratory failure
10003504,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,aspiration
D012127,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,respiratory distress syndrome newborn
D020246,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,deep vein thrombosis
D020246,3.03,NCT01188499-3,Arm 3: Docetaxel + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,deep vein thrombosis
D020246,5.56,NCT01188499-4,Arm 4: Gemcitabine + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,deep vein thrombosis
D020246,11.11,NCT01188499-5,Arm 5: Liposomal Doxorubicin + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,deep vein thrombosis
D020246,1.2,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,venous thrombosis
D007022,6.02,NCT01188499-2,Arm 2: Irinotecan + Birinapant,NCT01188499,Dose Escalation  Combination Chemotherapy Safety Study of Birinapant (TL32711)  in Subjects With Advanced or Metastatic Solid Tumors,hypotension
D009026,28.57,NCT01193842-1,Phase I: VR-DA-EPOCH Dose Level 1,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,mortality
D009026,14.29,NCT01193842-2,Phase I: VR-DA-EPOCH Dose Level 2,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,mortality
D009026,28.89,NCT01193842-4,Phase II: VR-DA-EPOCH,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,mortality
D009026,19.57,NCT01193842-5,Phase II: DA-R-EPOCH,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,mortality
D064420,71.43,NCT01193842-1,Phase I: VR-DA-EPOCH Dose Level 1,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,adverse drug events
D064420,42.86,NCT01193842-2,Phase I: VR-DA-EPOCH Dose Level 2,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,adverse drug events
D064420,55.56,NCT01193842-4,Phase II: VR-DA-EPOCH,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,adverse drug events
D064420,45.65,NCT01193842-5,Phase II: DA-R-EPOCH,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,adverse drug events
D064147,14.29,NCT01193842-1,Phase I: VR-DA-EPOCH Dose Level 1,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,febrile neutropenia
D064147,22.22,NCT01193842-4,Phase II: VR-DA-EPOCH,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,febrile neutropenia
D064147,17.39,NCT01193842-5,Phase II: DA-R-EPOCH,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,febrile neutropenia
D000740,14.29,NCT01193842-1,Phase I: VR-DA-EPOCH Dose Level 1,NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas,anemia
